Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Country,Gender,Timestamp,Clicked on Ad
70.29,31,56974.51,254.65,Balanced responsive open system,New Frankshire,Norfolk Island,Female,3/30/16 14:36,No
67.26,57,25682.65,168.41,Focused incremental Graphic Interface,North Derekville,Bulgaria,Female,5/27/16 5:54,Yes
76.58,46,41884.64,258.26,Secured 24hour policy,West Sydney,Uzbekistan,Female,1/3/16 16:30,No
54.37,38,72196.29,140.77,Up-sized asymmetric firmware,Lake Matthew,Mexico,Male,6/25/16 18:17,Yes
82.79,32,54429.17,234.81,Distributed fault-tolerant service-desk,Lake Zacharyfurt,Brunei Darussalam,Male,2/24/16 10:36,No
66.47,31,58037.66,256.39,Vision-oriented human-resource synergy,Lindsaymouth,France,Female,3/3/16 3:13,No
72.88,44,64011.26,125.12,Customer-focused explicit challenge,Sarahland,Yemen,Male,4/21/16 19:56,Yes
76.44,28,59967.19,232.68,Synchronized human-resource moderator,Port Julie,Northern Mariana Islands,Male,4/6/16 17:26,No
63.37,43,43155.19,105.04,Open-architected full-range projection,Michaelshire,Poland,Female,3/23/16 12:53,Yes
89.71,48,51501.38,204.4,Versatile local forecast,Sarafurt,Bahrain,Male,2/17/16 7:00,No
70.96,31,55187.85,256.4,Ameliorated user-facing help-desk,South Denise,Saint Pierre and Miquelon,Female,6/26/16 7:01,No
35.79,44,33813.08,165.62,Enterprise-wide tangible model,North Katie,Tonga,Male,4/20/16 13:36,Yes
38.96,38,36497.22,140.67,Versatile mission-critical application,Mauricefurt,Comoros,Female,7/21/16 16:02,Yes
69.17,40,66193.81,123.62,Extended leadingedge solution,New Patrick,Montenegro,Male,3/6/16 11:36,Yes
64.2,27,66200.96,227.63,Phased zero tolerance extranet,Edwardsmouth,Isle of Man,Female,2/11/16 23:45,No
43.7,28,63126.96,173.01,Front-line bifurcated ability,Nicholasland,Mayotte,Female,4/4/16 3:57,Yes
72.97,30,71384.57,208.58,Fundamental modular algorithm,Duffystad,Lebanon,Female,2/11/16 21:49,Yes
51.3,45,67782.17,134.42,Grass-roots cohesive monitoring,New Darlene,Bosnia and Herzegovina,Male,4/22/16 2:07,Yes
51.63,51,42415.72,120.37,Expanded intangible solution,South Jessica,Mongolia,Male,2/1/16 17:24,Yes
55.55,19,41920.79,187.95,Proactive bandwidth-monitored policy,West Steven,Guatemala,Male,3/24/16 2:35,No
45.01,26,29875.8,178.35,Virtual 5thgeneration emulation,Ronniemouth,Brazil,Female,6/3/16 21:43,Yes
